(88, 6, 10, 2, 5, 6, 4, 6, 6, 6) 
(89, 6, 11, 2, 5, 6, 4, 6, 6, 6) 
(90, 6, 11, 3, 5, 7, 3, 6, 6, 7) 
(91, 6, 11, 3, 5, 7, 3, 6, 7, 5) 
(92, 7, 12, 4, 5, 6, 3, 6, 7, 6) 
(93, 4, 9, 3, 2, 4, 1, 2, 4, 4) 
(94, 3, 11, 3, 1, 4, 1, 2, 5, 4) 
(95, 1, 10, 3, 1, 2, 0, 1, 4, 2) 
(96, 1, 8, 3, 1, 1, 0, 2, 3, 3) 
(97, 2, 7, 1, 2, 1, 0, 2, 2, 4) 
(98, 2, 6, 2, 4, 2, 0, 1, 2, 2) 
(99, 2, 6, 2, 2, 2, 0, 1, 3, 2) 
(100, 1, 5, 4, 3, 1, 0, 1, 2, 1) 
(101, 1, 4, 5, 2, 1, 1, 2, 3, 0) 
(102, 1, 4, 3, 2, 1, 1, 2, 3, 0) 
(103, 1, 4, 2, 2, 1, 0, 1, 2, 1) 
(104, 0, 4, 1, 2, 1, 1, 1, 2, 2) 
(105, 1, 4, 2, 2, 1, 1, 1, 4, 2) 
(106, 1, 4, 2, 4, 1, 1, 1, 5, 1) 
(107, 1, 4, 3, 4, 1, 0, 2, 6, 1) 
(108, 2, 5, 3, 3, 1, 2, 2, 6, 1) 
(109, 2, 5, 3, 5, 1, 3, 2, 5, 2) 
(110, 3, 2, 3, 5, 1, 2, 2, 5, 2) 
(111, 3, 5, 3, 5, 1, 2, 2, 4, 3) 
(112, 5, 6, 3, 6, 2, 3, 2, 4, 3) 
(113, 6, 4, 4, 9, 3, 5, 2, 4, 4) 
(114, 6, 5, 4, 9, 4, 7, 2, 4, 4) 
(115, 7, 5, 2, 9, 6, 7, 3, 5, 4) 
(116, 7, 5, 2, 9, 8, 7, 3, 6, 4) 
(117, 9, 5, 2, 11, 7, 9, 3, 6, 4) 
(118, 9, 5, 1, 12, 7, 9, 3, 5, 4) 
(119, 8, 5, 1, 11, 9, 10, 4, 5, 4) 
(120, 8, 5, 1, 13, 9, 10, 4, 5, 4) 
(121, 8, 5, 1, 14, 9, 11, 3, 5, 5) 
(122, 8, 5, 1, 14, 11, 12, 3, 6, 5) 
(123, 8, 6, 1, 13, 11, 12, 3, 6, 4) 
(124, 8, 6, 2, 14, 11, 12, 3, 6, 4) 
(125, 8, 5, 2, 14, 12, 12, 3, 7, 5) 
(126, 8, 5, 2, 14, 12, 12, 3, 7, 5) 
(127, 8, 5, 3, 14, 12, 13, 3, 6, 4) 
(128, 8, 5, 2, 15, 13, 13, 3, 7, 4) 
(129, 8, 6, 2, 15, 13, 16, 3, 8, 4) 
(130, 10, 6, 2, 14, 14, 17, 3, 8, 4) 
(131, 12, 5, 2, 14, 14, 17, 3, 7, 4) 
(132, 11, 2, 0, 10, 9, 16, 1, 3, 1) 
(133, 10, 1, 0, 10, 9, 17, 1, 4, 1) 
(134, 11, 1, 0, 7, 7, 14, 0, 3, 0) 
(135, 10, 0, 1, 5, 5, 11, 1, 4, 0) 
(136, 9, 0, 2, 3, 3, 8, 1, 3, 0) 
(137, 8, 0, 1, 2, 1, 4, 1, 1, 0) 
(138, 8, 0, 0, 3, 1, 5, 0, 1, 0) 
(139, 7, 0, 2, 3, 0, 2, 0, 2, 0) 
(140, 5, 0, 2, 3, 0, 0, 0, 1, 1) 
(141, 6, 0, 1, 3, 0, 1, 0, 3, 1) 
(142, 5, 0, 1, 3, 0, 2, 0, 4, 0) 
(143, 3, 0, 1, 4, 0, 1, 0, 2, 1) 
(144, 4, 0, 1, 4, 1, 1, 0, 3, 1) 
(145, 5, 0, 1, 5, 1, 1, 1, 4, 1) 
(146, 5, 0, 2, 5, 1, 4, 1, 5, 3) 
(147, 4, 1, 3, 7, 2, 4, 0, 5, 3) 
(148, 5, 2, 5, 6, 2, 2, 1, 7, 2) 
(149, 6, 2, 6, 6, 3, 2, 1, 7, 2) 
(150, 6, 2, 5, 5, 4, 2, 3, 7, 2) 
(151, 5, 2, 6, 5, 4, 2, 3, 9, 2) 
(152, 6, 4, 6, 7, 5, 1, 2, 9, 2) 
(153, 6, 4, 7, 6, 5, 1, 4, 10, 3) 
(154, 6, 5, 7, 5, 4, 1, 4, 10, 3) 
(155, 6, 6, 6, 6, 6, 2, 3, 11, 3) 
(156, 6, 7, 6, 6, 6, 2, 3, 11, 3) 
(157, 6, 7, 6, 5, 7, 2, 3, 11, 5) 
(158, 6, 8, 7, 5, 8, 2, 4, 12, 5) 
(159, 4, 6, 7, 1, 4, 1, 2, 8, 1) 
(160, 4, 6, 6, 3, 5, 2, 2, 8, 2) 
(161, 3, 5, 4, 2, 3, 1, 0, 6, 3) 
(162, 2, 5, 3, 3, 2, 1, 0, 4, 4) 
(163, 1, 4, 3, 4, 3, 1, 0, 3, 4) 
(164, 1, 3, 3, 4, 2, 1, 0, 2, 5) 
(165, 2, 2, 2, 3, 0, 2, 0, 3, 6) 
(166, 2, 2, 1, 2, 0, 2, 2, 4, 6) 
(167, 3, 3, 1, 3, 1, 1, 2, 4, 6) 
(168, 2, 3, 2, 3, 1, 1, 2, 2, 7) 
(169, 2, 2, 3, 5, 1, 1, 2, 3, 5) 
(170, 2, 3, 2, 5, 1, 1, 3, 3, 5) 
(171, 1, 3, 2, 4, 2, 1, 3, 1, 6) 
(172, 0, 2, 3, 5, 2, 2, 4, 0, 6) 
(173, 2, 2, 4, 6, 2, 2, 5, 1, 6) 
(174, 2, 3, 4, 6, 2, 2, 5, 1, 6) 
(175, 1, 3, 4, 7, 2, 3, 4, 1, 7) 
(176, 1, 2, 5, 8, 2, 4, 5, 1, 7) 
(177, 1, 2, 5, 8, 1, 5, 5, 2, 7) 
(178, 1, 2, 4, 9, 3, 5, 5, 3, 7) 
(179, 1, 2, 4, 9, 3, 6, 5, 2, 8) 
(180, 1, 3, 4, 10, 3, 8, 6, 3, 8) 
(181, 1, 3, 4, 10, 5, 9, 7, 4, 7) 
(182, 1, 4, 5, 12, 6, 10, 7, 4, 8) 
(183, 1, 5, 6, 12, 6, 12, 6, 3, 8) 
(184, 1, 5, 5, 12, 6, 14, 6, 3, 7) 
(185, 2, 5, 5, 12, 6, 15, 7, 3, 7) 
(186, 2, 6, 6, 13, 7, 13, 6, 3, 7) 
(187, 1, 7, 6, 14, 9, 13, 6, 3, 7) 
(188, 1, 7, 6, 16, 8, 15, 6, 3, 7) 
(189, 2, 7, 6, 18, 8, 15, 6, 3, 7) 
(190, 2, 7, 4, 18, 10, 17, 6, 4, 7) 
(191, 2, 7, 4, 18, 10, 17, 6, 4, 7) 
(192, 2, 7, 4, 17, 10, 17, 6, 5, 7) 
(193, 2, 7, 4, 17, 10, 18, 7, 6, 7) 
(194, 2, 7, 4, 18, 10, 20, 7, 6, 7) 
(195, 2, 7, 4, 19, 11, 20, 7, 6, 7) 
(196, 2, 7, 5, 20, 11, 20, 7, 7, 7) 
(197, 2, 8, 6, 19, 12, 20, 7, 7, 7) 
(198, 3, 6, 4, 16, 8, 18, 5, 3, 4) 
(199, 2, 5, 4, 16, 8, 19, 5, 3, 4) 
(200, 3, 3, 3, 16, 5, 17, 5, 1, 2) 
(201, 3, 2, 3, 14, 2, 15, 5, 1, 2) 
(202, 2, 0, 2, 15, 1, 14, 5, 0, 1) 
(203, 2, 1, 1, 14, 1, 12, 5, 0, 0) 
(204, 1, 1, 3, 13, 2, 10, 4, 0, 1) 
(205, 1, 2, 4, 13, 2, 10, 4, 0, 2) 
(206, 1, 2, 4, 12, 2, 9, 5, 0, 2) 
(207, 0, 1, 4, 11, 2, 7, 4, 0, 2) 
(208, 1, 1, 5, 9, 2, 6, 3, 0, 2) 
(209, 2, 2, 5, 6, 2, 5, 3, 0, 3) 
(210, 1, 2, 3, 5, 1, 5, 3, 0, 3) 
(211, 1, 2, 3, 8, 2, 4, 3, 0, 2) 
(212, 1, 2, 3, 8, 3, 2, 3, 1, 3) 
(213, 2, 4, 3, 9, 3, 3, 4, 1, 3) 
(214, 1, 4, 3, 9, 3, 4, 4, 1, 3) 
(215, 1, 3, 3, 9, 3, 2, 6, 1, 3) 
(216, 1, 3, 3, 11, 3, 1, 6, 1, 3) 
(217, 1, 4, 4, 11, 3, 1, 6, 3, 3) 
(218, 3, 4, 4, 12, 4, 1, 6, 4, 4) 
(219, 3, 5, 4, 12, 4, 2, 5, 4, 4) 
(220, 3, 5, 4, 12, 6, 2, 5, 5, 4) 
(221, 4, 5, 4, 12, 6, 2, 4, 6, 4) 
(222, 5, 5, 4, 14, 6, 3, 5, 7, 3) 
(223, 6, 6, 4, 14, 6, 3, 5, 7, 3) 
(224, 6, 7, 4, 13, 7, 5, 6, 7, 4) 
(225, 3, 6, 3, 10, 4, 4, 3, 5, 2) 
(226, 3, 4, 2, 10, 5, 5, 3, 5, 2) 
(227, 4, 2, 1, 7, 3, 3, 2, 3, 1) 
(228, 5, 5, 2, 7, 1, 2, 1, 2, 2) 
(229, 6, 4, 2, 7, 0, 3, 1, 1, 3) 
(230, 5, 5, 3, 7, 0, 3, 4, 0, 2) 
(231, 4, 4, 4, 6, 1, 2, 5, 0, 2) 
(232, 4, 5, 4, 6, 2, 3, 4, 1, 2) 
(233, 4, 5, 3, 7, 2, 2, 3, 1, 2) 
(234, 4, 4, 4, 7, 0, 2, 3, 2, 2) 
(235, 4, 3, 4, 6, 0, 2, 3, 3, 3) 
(236, 4, 3, 3, 7, 1, 2, 2, 2, 3) 
(237, 5, 2, 3, 7, 0, 2, 2, 5, 3) 
(238, 5, 3, 3, 8, 0, 2, 3, 5, 3) 
(239, 4, 3, 4, 8, 2, 3, 3, 3, 4) 
(240, 4, 2, 5, 8, 2, 3, 4, 3, 4) 
(241, 6, 3, 5, 9, 2, 3, 5, 3, 5) 
(242, 6, 3, 5, 9, 4, 2, 5, 3, 6) 
(243, 5, 3, 5, 11, 4, 4, 6, 4, 6) 
(244, 5, 3, 5, 11, 5, 4, 6, 4, 6) 
(245, 6, 3, 5, 11, 5, 6, 5, 4, 6) 
(246, 7, 3, 5, 11, 5, 8, 5, 4, 6) 
(247, 6, 3, 5, 11, 5, 7, 5, 4, 6) 
(248, 7, 3, 5, 12, 6, 6, 7, 4, 6) 
(249, 7, 4, 6, 11, 7, 8, 8, 5, 6) 
(250, 8, 4, 6, 12, 8, 8, 6, 6, 6) 
(251, 8, 4, 6, 12, 8, 8, 6, 6, 6) 
(252, 7, 4, 6, 13, 8, 9, 6, 6, 6) 
(253, 7, 4, 6, 13, 11, 9, 7, 7, 6) 
(254, 7, 4, 7, 15, 11, 9, 7, 7, 6) 
(255, 7, 5, 8, 16, 9, 8, 7, 6, 6) 
(256, 7, 5, 7, 16, 10, 9, 8, 6, 6) 
(257, 7, 4, 8, 16, 12, 9, 8, 6, 6) 
(258, 7, 5, 8, 17, 13, 9, 9, 7, 6) 
(259, 7, 5, 9, 17, 13, 9, 9, 9, 6) 
(260, 7, 5, 9, 18, 13, 9, 8, 8, 6) 
(261, 7, 6, 9, 19, 15, 9, 8, 8, 6) 
(262, 7, 6, 8, 19, 16, 9, 10, 8, 7) 
(263, 7, 5, 9, 19, 16, 7, 11, 7, 7) 
(264, 5, 3, 6, 15, 12, 5, 9, 3, 4) 
(265, 6, 3, 6, 16, 12, 6, 10, 3, 4) 
(266, 3, 2, 4, 13, 12, 3, 7, 2, 5) 
(267, 1, 1, 2, 12, 10, 1, 9, 3, 4) 
(268, 1, 1, 1, 10, 8, 0, 8, 3, 2) 
(269, 1, 1, 0, 11, 5, 2, 7, 3, 1) 
(270, 1, 0, 0, 9, 7, 2, 7, 3, 2) 
(271, 1, 0, 0, 8, 9, 3, 7, 2, 2) 
(272, 1, 0, 0, 7, 8, 3, 8, 2, 1) 
(273, 1, 1, 2, 8, 7, 2, 7, 3, 2) 
(274, 1, 1, 1, 8, 7, 2, 5, 2, 1) 
(275, 1, 0, 1, 8, 7, 1, 4, 3, 1) 
(276, 1, 0, 1, 7, 7, 2, 4, 4, 1) 
(277, 1, 0, 2, 7, 7, 2, 4, 5, 1) 
(278, 1, 1, 2, 7, 7, 1, 5, 4, 1) 
(279, 1, 1, 1, 7, 7, 1, 3, 5, 2) 
(280, 1, 1, 2, 7, 9, 1, 3, 6, 3) 
(281, 1, 2, 3, 8, 9, 1, 3, 7, 2) 
(282, 1, 2, 4, 8, 10, 2, 3, 9, 2) 
(283, 1, 4, 4, 6, 9, 3, 3, 9, 3) 
(284, 1, 4, 4, 5, 10, 3, 4, 10, 3) 
(285, 1, 3, 5, 5, 10, 2, 4, 12, 2) 
(286, 1, 3, 6, 4, 11, 3, 3, 11, 3) 
(287, 1, 4, 5, 3, 12, 4, 4, 14, 4) 
(288, 2, 5, 5, 2, 14, 4, 4, 14, 4) 
(289, 4, 5, 5, 2, 14, 4, 3, 14, 5) 
(290, 3, 6, 5, 3, 16, 5, 5, 17, 5) 
(291, 0, 3, 3, 3, 12, 3, 4, 14, 4) 
(292, 0, 4, 4, 4, 13, 3, 6, 13, 5) 
(293, 1, 3, 3, 5, 11, 1, 4, 12, 3) 
(294, 2, 1, 2, 5, 10, 2, 3, 10, 3) 
(295, 1, 1, 1, 5, 6, 2, 3, 8, 3) 
(296, 1, 2, 1, 5, 5, 1, 2, 8, 3) 
(297, 1, 2, 0, 5, 4, 1, 2, 10, 1) 
(298, 1, 2, 1, 5, 5, 1, 2, 10, 1) 
(299, 1, 3, 1, 6, 4, 2, 2, 10, 1) 
(300, 1, 3, 1, 6, 3, 2, 2, 10, 2) 
(301, 1, 3, 2, 5, 5, 1, 2, 10, 2) 
(302, 1, 3, 2, 6, 5, 2, 2, 10, 2) 
(303, 1, 3, 1, 6, 4, 2, 2, 10, 3) 
(304, 1, 3, 2, 5, 4, 1, 2, 9, 3) 
(305, 1, 4, 2, 5, 4, 2, 3, 9, 2) 
(306, 1, 5, 2, 5, 5, 3, 4, 10, 2) 
(307, 1, 4, 3, 5, 4, 4, 3, 10, 2) 
(308, 1, 4, 2, 8, 2, 5, 4, 10, 2) 
(309, 1, 5, 3, 8, 4, 6, 4, 10, 2) 
(310, 2, 6, 4, 9, 4, 7, 3, 12, 2) 
(311, 2, 5, 3, 9, 4, 8, 3, 11, 4) 
(312, 2, 4, 3, 9, 5, 10, 3, 9, 5) 
(313, 2, 4, 3, 9, 5, 10, 3, 9, 5) 
(314, 2, 4, 3, 10, 5, 10, 4, 9, 6) 
(315, 3, 5, 4, 11, 5, 11, 4, 9, 6) 
(316, 4, 5, 5, 11, 5, 12, 3, 8, 5) 
(317, 4, 5, 4, 12, 6, 12, 3, 8, 7) 
(318, 4, 5, 4, 12, 6, 12, 3, 10, 7) 
(319, 4, 6, 5, 12, 5, 12, 3, 11, 5) 
(320, 4, 6, 5, 14, 5, 12, 3, 10, 5) 
(321, 4, 6, 5, 14, 6, 12, 3, 11, 5) 
(322, 4, 6, 5, 15, 6, 14, 3, 12, 5) 
(323, 4, 7, 4, 16, 5, 14, 3, 13, 6) 
(324, 5, 7, 5, 16, 6, 13, 3, 14, 6) 
(325, 6, 6, 5, 16, 8, 13, 3, 14, 6) 
(326, 5, 8, 5, 16, 9, 13, 3, 14, 6) 
(327, 6, 8, 5, 16, 9, 15, 3, 14, 6) 
(328, 6, 7, 5, 16, 9, 16, 5, 15, 7) 
(329, 6, 7, 6, 17, 8, 15, 6, 15, 7) 
(330, 3, 4, 4, 14, 6, 12, 4, 12, 6) 
(331, 3, 4, 4, 14, 6, 13, 4, 12, 7) 
(332, 3, 2, 3, 12, 3, 11, 2, 11, 7) 
(333, 2, 1, 2, 12, 2, 10, 3, 11, 8) 
(334, 1, 0, 0, 10, 2, 6, 3, 9, 7) 
(335, 0, 0, 0, 8, 2, 2, 4, 6, 6) 
(336, 0, 0, 1, 6, 1, 3, 4, 4, 5) 
(337, 0, 0, 2, 6, 4, 2, 2, 3, 5) 
(338, 0, 1, 2, 5, 5, 1, 1, 2, 4) 
(339, 0, 1, 2, 4, 2, 2, 2, 2, 4) 
(340, 0, 1, 2, 5, 4, 2, 2, 1, 4) 
(341, 0, 1, 1, 4, 4, 1, 3, 1, 4) 
(342, 0, 1, 1, 3, 4, 1, 3, 1, 4) 
(343, 1, 1, 1, 3, 5, 1, 2, 0, 4) 
(344, 1, 1, 1, 3, 5, 1, 3, 0, 5) 
(345, 2, 2, 2, 3, 6, 1, 4, 3, 6) 
(346, 3, 3, 1, 3, 7, 1, 3, 4, 5) 
(347, 3, 4, 1, 4, 7, 1, 4, 4, 5) 
(348, 3, 5, 2, 5, 7, 2, 6, 5, 5) 
(349, 3, 6, 2, 5, 8, 3, 5, 6, 5) 
(350, 4, 6, 1, 5, 9, 4, 6, 7, 5) 
(351, 3, 5, 1, 4, 10, 3, 7, 8, 5) 
(352, 4, 5, 2, 5, 10, 4, 8, 9, 5) 
(353, 3, 6, 3, 5, 10, 5, 9, 9, 5) 
(354, 4, 7, 2, 4, 10, 5, 9, 9, 5) 
(355, 5, 6, 1, 4, 11, 6, 10, 10, 7) 
(356, 4, 9, 1, 4, 12, 6, 11, 10, 8) 
(357, 4, 5, 0, 5, 9, 4, 8, 8, 6) 
(358, 6, 5, 1, 5, 9, 4, 9, 8, 7) 
(359, 6, 3, 1, 3, 7, 2, 10, 7, 7) 
(360, 5, 2, 0, 3, 6, 1, 7, 5, 7) 
(361, 3, 0, 0, 3, 6, 1, 7, 3, 8) 
(362, 4, 0, 0, 3, 3, 1, 6, 2, 6) 
(363, 5, 0, 2, 3, 3, 0, 5, 1, 6) 
(364, 6, 0, 2, 3, 4, 0, 5, 2, 7) 
(365, 6, 0, 1, 3, 5, 0, 4, 2, 6) 
(366, 6, 0, 1, 3, 6, 0, 3, 3, 5) 
(367, 4, 0, 1, 3, 6, 1, 4, 4, 5) 
(368, 4, 0, 1, 3, 6, 2, 4, 4, 4) 
(369, 5, 0, 1, 3, 4, 1, 5, 3, 4) 
(370, 6, 0, 1, 3, 3, 1, 5, 3, 5) 
(371, 5, 0, 1, 4, 3, 1, 4, 2, 5) 
(372, 6, 2, 1, 6, 3, 2, 4, 2, 5) 
(373, 6, 2, 3, 6, 2, 4, 4, 2, 5) 
(374, 7, 2, 3, 5, 2, 4, 4, 2, 5) 
(375, 7, 2, 3, 6, 4, 5, 3, 2, 5) 
(376, 7, 4, 3, 8, 5, 5, 3, 2, 6) 
(377, 7, 5, 4, 9, 4, 6, 3, 3, 5) 
(378, 7, 5, 4, 9, 5, 6, 3, 3, 6) 
(379, 7, 5, 4, 10, 7, 6, 3, 4, 6) 
(380, 7, 6, 4, 11, 6, 7, 3, 4, 7) 
(381, 8, 6, 5, 11, 7, 8, 4, 2, 8) 
(382, 8, 6, 5, 12, 8, 9, 4, 3, 7) 
(383, 8, 6, 5, 14, 8, 9, 3, 3, 8) 
(384, 9, 6, 5, 15, 8, 10, 3, 2, 8) 
(385, 9, 6, 5, 15, 10, 10, 3, 2, 7) 
(386, 8, 6, 7, 14, 11, 11, 3, 2, 8) 
(387, 9, 6, 7, 15, 10, 11, 4, 2, 8) 
(388, 10, 6, 7, 15, 9, 12, 4, 2, 7) 
(389, 10, 8, 7, 15, 9, 13, 3, 2, 8) 
(390, 9, 8, 7, 16, 9, 13, 3, 2, 9) 
(391, 10, 7, 8, 14, 10, 12, 3, 3, 9) 
(392, 10, 8, 8, 16, 10, 13, 3, 4, 9) 
(393, 11, 8, 8, 16, 10, 14, 4, 4, 9) 
(394, 11, 8, 8, 17, 8, 14, 4, 5, 9) 
(395, 10, 8, 7, 18, 9, 13, 5, 6, 10) 
(396, 6, 3, 3, 14, 7, 11, 2, 5, 10) 
(397, 6, 3, 3, 13, 6, 12, 2, 4, 10) 
(398, 3, 1, 1, 10, 5, 9, 2, 3, 8) 
(399, 3, 2, 2, 9, 3, 7, 0, 2, 8) 
(400, 3, 2, 2, 5, 4, 6, 0, 3, 8) 
(401, 3, 1, 2, 7, 4, 6, 1, 1, 6) 
(402, 4, 0, 2, 6, 5, 4, 1, 1, 6) 
(403, 3, 2, 1, 5, 7, 3, 1, 1, 5) 
(404, 3, 2, 2, 5, 6, 2, 1, 0, 3) 
(405, 3, 2, 1, 5, 4, 4, 1, 1, 3) 
(406, 2, 2, 1, 5, 4, 5, 1, 1, 3) 
(407, 2, 1, 0, 5, 4, 4, 1, 0, 2) 
(408, 2, 3, 0, 5, 4, 3, 1, 0, 2) 
(409, 3, 4, 0, 5, 3, 3, 2, 0, 2) 
(410, 3, 4, 0, 6, 3, 4, 2, 1, 2) 
(411, 4, 4, 0, 7, 3, 5, 3, 2, 2) 
(412, 6, 4, 0, 7, 5, 5, 4, 2, 2) 
(413, 7, 3, 2, 7, 6, 5, 4, 2, 2) 
(414, 6, 5, 2, 7, 6, 6, 4, 3, 2) 
(415, 7, 6, 1, 7, 6, 6, 5, 6, 2) 
(416, 7, 6, 3, 8, 7, 5, 5, 7, 5) 
(417, 6, 7, 3, 8, 8, 5, 6, 6, 4) 
(418, 7, 8, 2, 7, 8, 7, 6, 7, 5) 
(419, 7, 8, 2, 7, 9, 8, 5, 8, 4) 
(420, 9, 9, 2, 7, 9, 8, 6, 9, 5) 
(421, 9, 9, 2, 6, 10, 9, 6, 10, 7) 
(422, 8, 10, 2, 5, 11, 9, 5, 9, 8) 
(423, 6, 10, 1, 3, 8, 7, 3, 6, 4) 
(424, 7, 9, 1, 3, 7, 7, 3, 8, 7) 
(425, 6, 10, 1, 4, 4, 5, 1, 6, 8) 
(426, 7, 8, 1, 4, 3, 6, 0, 6, 6) 
(427, 9, 6, 0, 6, 3, 4, 0, 7, 5) 
(428, 9, 6, 0, 6, 2, 3, 0, 7, 5) 
(429, 8, 5, 0, 6, 2, 2, 0, 5, 5) 
(430, 9, 2, 1, 6, 2, 0, 1, 7, 5) 
(431, 10, 1, 1, 6, 1, 1, 2, 7, 5) 
(432, 8, 2, 0, 6, 1, 1, 1, 6, 5) 
(433, 8, 2, 0, 7, 2, 0, 0, 6, 3) 
(434, 8, 3, 0, 7, 1, 0, 0, 5, 4) 
(435, 7, 4, 0, 6, 0, 0, 0, 4, 5) 
(436, 6, 6, 1, 7, 1, 1, 0, 3, 5) 
